STT,GIÁ - TRIỆU ĐỒNG,HÃNG,DÒNG,NĂM_SX,DUNG TÍCH - CC,KIỂU XE,TÌNH TRẠNG
7889,7,Yamaha,Taurus,2013,110,Xe số,Cũ
7890,4.8,Honda,Dream,2013,110,Xe số,Cũ
7891,38,Piaggio,Vespa,2014,125,Tay ga,Mới
7892,43.8,Piaggio,Vespa,2014,125,Tay ga,Mới
7893,25.5,Yamaha,Grande,2016,125,Tay ga,Cũ
7894,28.5,Honda,Winner,2018,150,Tay côn/Moto,Cũ
7895,6.3,Yamaha,Mio,2007,110,Tay ga,Cũ
7896,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
7897,19,Honda,Air Blade,2010,110,Tay ga,Cũ
7898,12.5,Honda,Air Blade,2007,108,Tay ga,Cũ
7899,28,Suzuki,Sport / Xipo,2000,120,Tay côn/Moto,Mới
7900,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
7901,23.8,Honda,Air Blade,2013,125,Tay ga,Cũ
7902,24.5,Honda,Winner,2017,150,Tay côn/Moto,Cũ
7903,10.7,Honda,Air Blade,2009,110,Tay ga,Cũ
7904,35,Honda,Air Blade,2019,125,Tay ga,Cũ
7905,52,Honda,Vario,2019,150,Tay ga,Cũ
7906,29.8,Honda,Air Blade,2016,125,Tay ga,Cũ
7907,13.9,Yamaha,Nozza,2013,125,Tay ga,Cũ
7908,28.5,Honda,Winner,2017,150,Tay côn/Moto,Cũ
7909,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
7910,102,Honda,SH,2020,150,Tay ga,Mới
7911,44,Honda,SH,2011,125,Tay ga,Mới
7912,38.3,Honda,Vario,2019,125,Tay ga,Cũ
7913,12.7,Yamaha,Sirius,2015,110,Xe số,Cũ
7914,11.3,Honda,Wave,2016,110,Xe số,Cũ
7915,17,Honda,Dylan,2004,150,Tay ga,Cũ
7916,12,Honda,Air Blade,2011,110,Tay ga,Cũ
7917,4,Honda,Wave,2000,100,Xe số,Cũ
7918,18,Suzuki,Axelo,2015,125,Xe số,Mới
7919,22,Honda,Wave Thái,1998,110,Xe số,Cũ
7920,55.5,Piaggio,Vespa,2018,125,Tay ga,Cũ
7921,13.8,Honda,Dream,1995,100,Xe số,Cũ
7922,15.5,Yamaha,Nouvo,2017,125,Tay ga,Cũ
7923,25.5,Honda,Dream,2001,100,Xe số,Cũ
7924,55,Honda,Vario,2020,150,Tay ga,Cũ
7925,16,Honda,Future,2002,110,Xe số,Cũ
7926,35,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
7927,10.8,Honda,Wave,2010,110,Xe số,Cũ
7928,7,SYM,Shark,2010,125,Tay ga,Cũ
7929,4.9,SYM,Attila,2006,110,Tay ga,Cũ
7930,6.7,Yamaha,Mio,2011,110,Tay ga,Cũ
7931,19.9,Honda,Future,2017,125,Xe số,Cũ
7932,6.5,Yamaha,Nouvo,2011,110,Tay ga,Cũ
7933,16.5,Honda,Wave,2007,110,Xe số,Mới
7934,11.5,Honda,Blade,2015,110,Xe số,Cũ
7935,12.6,Honda,Dream,2000,100,Xe số,Cũ
7936,11.5,Honda,Click,2009,110,Tay ga,Cũ
7937,87.8,Yamaha,MT,2018,300,Tay côn/Moto,Cũ
7938,38.5,Suzuki,EN,2014,125,Tay côn/Moto,Cũ
7939,22,Honda,Vision,2015,110,Tay ga,Cũ
7940,13,Yamaha,Sirius,2016,110,Xe số,Cũ
7941,14.8,Honda,Lead,2010,110,Tay ga,Cũ
7942,15.7,Honda,Air Blade,2010,110,Tay ga,Cũ
7943,39,Yamaha,Latte,2020,125,Tay ga,Cũ
7944,32,Honda,SH,2012,125,Tay ga,Cũ
7945,21,Suzuki,Satria,2000,120,Tay côn/Moto,Cũ
7946,44,Suzuki,Satria,2018,120,Tay côn/Moto,Mới
7947,12,Honda,Wave,2003,110,Xe số,Cũ
7948,8,Yamaha,Taurus,2013,110,Xe số,Cũ
7949,22,Honda,Dream,2008,110,Xe số,Cũ
7950,9.5,Honda,Cub,2017,100,Xe số,Cũ
7951,14.6,Piaggio,Vespa,2010,125,Tay ga,Cũ
7952,30,Yamaha,Exciter,2017,125,Tay côn/Moto,Cũ
7953,4.5,Honda,Wave,2010,100,Xe số,Cũ
7954,38,Honda,Future,2008,125,Xe số,Cũ
7955,41.8,Honda,SH Mode,2016,125,Tay ga,Cũ
7956,25,Honda,Future,2011,125,Xe số,Cũ
7957,30,Honda,Winner,2019,150,Tay côn/Moto,Cũ
7958,32,Honda,SH,2012,125,Tay ga,Cũ
7959,7,Yamaha,Taurus,2013,110,Xe số,Cũ
7960,29,Honda,SH,2013,125,Tay ga,Cũ
7961,16.2,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
7962,2,SYM,Attila,2003,110,Tay ga,Cũ
7963,40.8,Suzuki,GSX,2017,150,Tay côn/Moto,Cũ
7964,36,RebelUSA,CB125R,2014,125,Tay côn/Moto,Cũ
7965,8.5,Yamaha,Sirius,2014,110,Xe số,Cũ
7966,35,Honda,Winner X,2019,150,Tay côn/Moto,Cũ
7967,23.8,Honda,Air Blade,2014,125,Tay ga,Cũ
7968,88,Honda,Rebel,1998,400,Tay côn/Moto,Cũ
7969,26,Honda,Winner,2018,150,Tay côn/Moto,Cũ
7970,12.3,Yamaha,Sirius,2014,110,Xe số,Cũ
7971,14,Honda,Lead,2012,110,Tay ga,Cũ
7972,19.5,Yamaha,Exciter,2015,125,Tay côn/Moto,Cũ
7973,15,Honda,Win,2010,110,Tay côn/Moto,Cũ
7974,15,Honda,Air Blade,2011,110,Tay ga,Cũ
7975,14,Yamaha,Cuxi,2011,110,Tay ga,Cũ
7976,4.5,Honda,Wave,2008,100,Xe số,Cũ
7977,3.5,Yamaha,Mio,2016,110,Tay ga,Cũ
7978,36.5,Suzuki,Satria,2018,120,Tay côn/Moto,Cũ
7979,4,Suzuki,Viva,2002,110,Xe số,Cũ
7980,45,Honda,Sonic,2017,150,Tay côn/Moto,Cũ
7981,15,Honda,Wave Thái,1998,110,Xe số,Cũ
7982,16.5,Honda,Future,2007,110,Xe số,Cũ
7983,8,Yamaha,Taurus,2013,110,Xe số,Cũ
7984,15,Honda,Vision,2012,110,Tay ga,Cũ
7985,16,Kymco,Candy Hi,2017,50,Tay ga,Cũ
7986,21,Honda,Air Blade,2010,110,Tay ga,Cũ
7987,89,Honda,SH,2019,150,Tay ga,Cũ
7988,16.8,Yamaha,Exciter,2012,125,Tay côn/Moto,Cũ
7989,37,Suzuki,GSX,2018,150,Tay côn/Moto,Cũ
7990,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
7991,9,Yamaha,Taurus,2013,110,Xe số,Cũ
7992,8.9,Honda,Wave,2008,110,Xe số,Cũ
7993,34,Honda,SH,2010,125,Tay ga,Cũ
7994,6.3,Honda,Dream,2009,110,Xe số,Cũ
7995,23.8,Honda,Winner,2016,150,Tay côn/Moto,Cũ
7996,8.9,Honda,Cub,2009,70,Xe số,Cũ
7997,31.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
7998,52,Honda,PCX,2018,150,Tay ga,Cũ
7999,34,Honda,SH,2013,125,Tay ga,Cũ
8000,5.9,Honda,Dream,2013,100,Xe số,Cũ
8001,3.2,SYM,Attila,2008,110,Tay ga,Cũ
8002,28,Honda,Winner,2017,150,Tay côn/Moto,Cũ
8003,4.8,Honda,Wave,2008,100,Xe số,Cũ
8004,29.8,Honda,Vision,2019,110,Tay ga,Mới
8005,14,Yamaha,Luvias,2015,125,Tay ga,Cũ
8006,24.9,Honda,Winner,2017,150,Tay côn/Moto,Cũ
8007,26,Honda,Winner,2017,150,Tay côn/Moto,Cũ
8008,27.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
8009,13.6,SYM,Elizabeth,2014,125,Tay ga,Cũ
8010,19,Honda,Air Blade,2010,110,Tay ga,Cũ
8011,86.8,Kawasaki,Z300,2016,300,Tay côn/Moto,Cũ
8012,32.9,Honda,Air Blade,2018,125,Tay ga,Cũ
8013,6,Suzuki,Viva,2002,110,Xe số,Cũ
8014,32,Yamaha,Exciter,2009,125,Tay côn/Moto,Cũ
8015,33,Honda,SH,2010,125,Tay ga,Cũ
8016,38.5,Honda,MSX 125,2019,125,Tay côn/Moto,Cũ
8017,51,Honda,SH,2009,150,Tay ga,Cũ
8018,12,Honda,Future,2012,110,Xe số,Cũ
8019,155,Honda,Forza 300,2011,300,Tay ga,Cũ
8020,18.3,Yamaha,Acruzo,2017,125,Tay ga,Cũ
8021,32.5,Honda,Future,2008,125,Xe số,Cũ
8022,33,Honda,PS,2008,150,Tay ga,Cũ
8023,15.5,Honda,Air Blade,2011,110,Tay ga,Cũ
8024,26.8,Yamaha,Exciter,2017,125,Tay côn/Moto,Cũ
8025,155,Honda,Forza 300,2011,300,Tay ga,Cũ
8026,32.8,Yamaha,Exciter,2017,150,Tay côn/Moto,Cũ
8027,24.8,Honda,Lead,2015,110,Tay ga,Cũ
8028,4.2,Honda,Cub,1996,50,Xe số,Cũ
8029,23,Honda,Air Blade,2012,125,Tay ga,Cũ
8030,10.8,Honda,Wave,2011,110,Xe số,Cũ
8031,23.2,Honda,Air Blade,2014,125,Tay ga,Cũ
8032,67,Honda,SH,2017,150,Tay ga,Cũ
8033,12.9,Honda,Wave,2013,110,Xe số,Cũ
8034,33,Honda,SH,2010,125,Tay ga,Cũ
8035,18.8,Honda,Air Blade,2010,110,Tay ga,Cũ
8036,36,Yamaha,YBR125,2016,125,Tay côn/Moto,Cũ
8037,26.5,Yamaha,Exciter,2017,125,Tay côn/Moto,Cũ
8038,41.7,Honda,Vario,2018,125,Tay ga,Cũ
8039,13.9,Honda,Future,2012,110,Xe số,Cũ
8040,23,Honda,Future,2019,125,Xe số,Cũ
8041,13,Suzuki,Viva,2013,115,Xe số,Cũ
8042,13.8,Yamaha,Sirius,2016,110,Xe số,Cũ
8043,32.9,Yamaha,Nvx,2017,150,Tay ga,Cũ
8044,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8045,10.8,Honda,Wave,2017,110,Xe số,Cũ
8046,28,Honda,Winner,2018,150,Tay côn/Moto,Cũ
8047,16,Honda,Air Blade,2010,110,Tay ga,Cũ
8048,44,Yamaha,Exciter,2018,150,Tay côn/Moto,Cũ
8049,160,Yamaha,YAZ,2017,125,Tay côn/Moto,Cũ
8050,1.7,Honda,Cub,2006,50,Xe số,Cũ
8051,5.9,SYM,Attila,2009,110,Tay ga,Cũ
8052,11.8,Honda,Blade,2018,110,Xe số,Cũ
8053,15.5,Honda,67,2002,50,Classic,Cũ
8054,130,Benelli,BN 600i,2014,600,Tay côn/Moto,Mới
8055,39,Yamaha,Exciter,2008,125,Tay côn/Moto,Cũ
8056,9,Yamaha,Sirius,2009,110,Xe số,Cũ
8057,6,Honda,Wave,2000,100,Xe số,Cũ
8058,5.4,Yamaha,Sirius,2015,50,Xe số,Cũ
8059,23,Honda,Air Blade,2012,125,Tay ga,Cũ
8060,8.6,Honda,Wave,2007,110,Xe số,Cũ
8061,24,Honda,Future,2018,125,Xe số,Cũ
8062,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8063,8.7,Yamaha,Sirius,2010,110,Xe số,Cũ
8064,5.5,Honda,Cub,2008,50,Xe số,Cũ
8065,43.5,Suzuki,Satria,2019,120,Tay côn/Moto,Mới
8066,6.3,Yamaha,Nouvo,2011,110,Tay ga,Cũ
8067,9,SYM,Elizabeth,2011,125,Tay ga,Cũ
8068,102,Benelli,BN 600i,2015,600,Tay côn/Moto,Cũ
8069,88,Royal Enfield,Classic 500,2018,500,Tay côn/Moto,Cũ
8070,7,Honda,Wave,2007,110,Xe số,Cũ
8071,26,Yamaha,Exciter,2016,125,Tay côn/Moto,Cũ
8072,17.5,Honda,Dream,1999,100,Xe số,Cũ
8073,23.5,Honda,Vision,2015,110,Tay ga,Mới
8074,77,Piaggio,Vespa,2019,125,Tay ga,Mới
8075,56,Yamaha,MT,2005,300,Tay côn/Moto,Cũ
8076,29.5,Honda,Air Blade,2016,125,Tay ga,Cũ
8077,36,Honda,PCX,2015,150,Tay ga,Cũ
8078,25.5,Honda,Dream,1998,110,Xe số,Cũ
8079,45,Honda,SH Mode,2015,125,Tay ga,Mới
8080,16,Yamaha,Mio,2013,110,Tay ga,Cũ
8081,11.9,Yamaha,Sirius,2018,110,Xe số,Cũ
8082,11,SYM,Elizabeth,2013,125,Tay ga,Cũ
8083,130,Benelli,BN 600i,2014,600,Tay côn/Moto,Mới
8084,8.7,Yamaha,Sirius,2008,110,Xe số,Cũ
8085,279,Kawasaki,Z900,2018,900,Tay côn/Moto,Cũ
8086,12.3,Yamaha,Luvias,2014,125,Tay ga,Cũ
8087,28,Honda,Future,2019,125,Xe số,Cũ
8088,3.3,Honda,Cub,1998,50,Xe số,Cũ
8089,10,Yamaha,Luvias,2013,125,Tay ga,Cũ
8090,12.5,Honda,Vision,2012,110,Tay ga,Cũ
8091,15,Honda,Wave,2017,110,Xe số,Cũ
8092,175,Ducati,Monster 795,2017,800,Tay côn/Moto,Cũ
8093,8.5,Yamaha,Sirius,2010,110,Xe số,Cũ
8094,29,Yamaha,Exciter,2018,125,Tay côn/Moto,Cũ
8095,162,Kawasaki,Z800,2015,500,Tay côn/Moto,Cũ
8096,27.3,Yamaha,Nvx,2018,125,Tay ga,Cũ
8097,18,Honda,Air Blade,2013,125,Tay ga,Cũ
8098,7.5,Honda,Wave,2011,110,Xe số,Cũ
8099,23,Honda,Air Blade,2012,125,Tay ga,Cũ
8100,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8101,15,Yamaha,Jupiter,2013,110,Xe số,Cũ
8102,14.8,Honda,Air Blade,2011,110,Tay ga,Cũ
8103,32,Honda,SH,2012,125,Tay ga,Cũ
8104,10.9,Honda,Wave,2008,110,Xe số,Cũ
8105,37.9,Suzuki,Satria,2018,120,Tay côn/Moto,Cũ
8106,9.5,Honda,Wave,2012,110,Xe số,Cũ
8107,85.5,Kawasaki,Z300,2016,300,Tay côn/Moto,Cũ
8108,9,Honda,Wave,2007,110,Xe số,Cũ
8109,27,Honda,Future,2019,125,Xe số,Cũ
8110,3.7,Honda,Dream,2005,110,Xe số,Cũ
8111,23,Suzuki,Sport / Xipo,1999,120,Tay côn/Moto,Cũ
8112,32,Honda,SH,2012,125,Tay ga,Cũ
8113,31,Honda,SH,2010,125,Tay ga,Cũ
8114,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8115,16,SYM,Wolf,2011,125,Tay côn/Moto,Cũ
8116,8.7,Honda,Lead,2007,110,Tay ga,Cũ
8117,8,Honda,Wave,2014,110,Xe số,Cũ
8118,14.5,Honda,Air Blade,2008,110,Tay ga,Cũ
8119,5.8,Yamaha,Mio,2002,110,Tay ga,Cũ
8120,37,Honda,SH,2012,125,Tay ga,Cũ
8121,9,Honda,Chaly,1982,70,Xe số,Cũ
8122,11,Honda,Lead,2010,110,Tay ga,Cũ
8123,41.6,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
8124,35,Yamaha,YBR125,2016,125,Tay côn/Moto,Cũ
8125,11,Suzuki,Axelo,2015,125,Xe số,Cũ
8126,14,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
8127,34,Honda,SH,2011,125,Tay ga,Cũ
8128,17,Honda,Air Blade,2010,110,Tay ga,Cũ
8129,17.5,Honda,Future,2007,125,Xe số,Cũ
8130,25.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
8131,32.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8132,30.9,Suzuki,Raider,2017,125,Tay côn/Moto,Cũ
8133,18,Honda,Future,2016,125,Xe số,Cũ
8134,66.8,Suzuki,Crystal,1998,125,Tay côn/Moto,Cũ
8135,7.2,Honda,Wave,2009,110,Xe số,Cũ
8136,4.5,SYM,Attila,2010,110,Tay ga,Cũ
8137,5,Yamaha,Mio,2007,110,Tay ga,Cũ
8138,24,Yamaha,Sirius,2017,110,Xe số,Mới
8139,9,Honda,Chaly,1982,70,Xe số,Cũ
8140,13.5,Yamaha,Sirius,2019,110,Xe số,Cũ
8141,12.3,Honda,Lead,2011,110,Tay ga,Cũ
8142,213,Kawasaki,Z900,2017,900,Tay côn/Moto,Cũ
8143,13.5,Honda,Wave,2009,110,Xe số,Cũ
8144,20.8,Honda,Future,2016,125,Xe số,Cũ
8145,33,Honda,SH,2010,125,Tay ga,Cũ
8146,27,Honda,Vision,2019,110,Tay ga,Cũ
8147,13.5,Honda,Win,2010,100,Tay côn/Moto,Cũ
8148,10.5,Honda,Lead,2009,110,Tay ga,Cũ
8149,39,Suzuki,Raider,2018,125,Tay côn/Moto,Cũ
8150,8.5,Honda,Wave,2009,110,Xe số,Cũ
8151,27,Yamaha,Exciter,2016,125,Tay côn/Moto,Cũ
8152,15,Suzuki,GN,1998,125,Tay côn/Moto,Cũ
8153,51.5,Honda,Vario,2020,150,Tay ga,Cũ
8154,86.8,Kawasaki,Z300,2016,300,Tay côn/Moto,Cũ
8155,37.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
8156,135,Benelli,BN 600i,2016,600,Tay côn/Moto,Mới
8157,22,Honda,Wave,2016,110,Xe số,Mới
8158,123,Kawasaki,Versys,2019,300,Tay côn/Moto,Cũ
8159,19.5,Honda,Future,2002,125,Xe số,Cũ
8160,36.5,Honda,Lead,2018,110,Tay ga,Cũ
8161,31.5,Yamaha,Exciter,2018,125,Tay côn/Moto,Cũ
8162,32,Honda,SH,2015,125,Tay ga,Cũ
8163,11.5,Honda,Wave,2014,110,Xe số,Cũ
8164,59,Yamaha,FZ,2018,125,Tay côn/Moto,Mới
8165,50,Honda,SH,2009,150,Tay ga,Cũ
8166,31.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
8167,34.999,Brixton,BX 125 X,2018,125,Tay côn/Moto,Cũ
8168,5.999,Yamaha,Mio,2008,110,Tay ga,Cũ
8169,34.5,Honda,Air Blade,2017,125,Tay ga,Cũ
8170,12.8,Honda,Air Blade,2008,110,Tay ga,Cũ
8171,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8172,35,Piaggio,Liberty,2018,125,Tay ga,Cũ
8173,30,Honda,Winner,2019,150,Tay côn/Moto,Cũ
8174,56.5,Honda,Air Blade,2020,150,Tay ga,Mới
8175,50.9,Honda,Vario,2020,150,Tay ga,Cũ
8176,16,Kymco,Candy Hi,2017,50,Tay ga,Cũ
8177,32.5,Honda,PS,2008,150,Tay ga,Cũ
8178,11,Honda,Wave,2013,110,Xe số,Cũ
8179,9.8,Honda,Wave,2013,110,Xe số,Cũ
8180,49.9,Honda,Vario,2020,150,Tay ga,Cũ
8181,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8182,15,SYM,Wolf,2011,125,Tay côn/Moto,Cũ
8183,58,Piaggio,Sprint,2017,125,Tay ga,Mới
8184,24.5,Honda,Lead,2015,110,Tay ga,Cũ
8185,7.6,Yamaha,Sirius,2013,50,Xe số,Cũ
8186,17,Honda,67,1979,50,Classic,Cũ
8187,23.9,Honda,Winner,2017,150,Tay côn/Moto,Cũ
8188,9,Suzuki,Epicuro,2001,110,Tay ga,Cũ
8189,26.8,Honda,Air Blade,2017,125,Tay ga,Cũ
8190,55,Honda,Future,2013,125,Xe số,Cũ
8191,47.8,Honda,Vario,2019,125,Tay ga,Cũ
8192,10.5,Honda,Wave,2004,110,Xe số,Cũ
8193,13.8,Piaggio,Vespa,2010,125,Tay ga,Cũ
8194,10.8,Honda,Dream,1994,100,Xe số,Cũ
8195,11.2,Yamaha,Nouvo,2013,110,Tay ga,Cũ
8196,27.8,Honda,Vision,2018,110,Tay ga,Mới
8197,99,Benelli,BN 600i,2017,600,Tay côn/Moto,Cũ
8198,30.6,Piaggio,Primavera,2014,125,Tay ga,Cũ
8199,43.5,Piaggio,Vespa,2016,125,Tay ga,Cũ
8200,21.5,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
8201,33,Honda,SH,2009,125,Tay ga,Cũ
8202,30.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
8203,279,Kawasaki,Z900,2018,900,Tay côn/Moto,Cũ
8204,44,Honda,SH,2010,125,Tay ga,Cũ
8205,28.999,Honda,Winner,2019,150,Tay côn/Moto,Cũ
8206,28,Honda,Future,2019,125,Xe số,Cũ
8207,187,Ngoại,SH ý,2017,125,Tay ga,Cũ
8208,135,Benelli,BN 600i,2016,600,Tay côn/Moto,Mới
8209,77,Honda,SH,2016,150,Tay ga,Mới
8210,31.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
8211,29.2,Honda,Lead,2017,110,Tay ga,Cũ
8212,46.9,Honda,Sonic,2019,150,Tay côn/Moto,Cũ
8213,13.5,Honda,Lead,2011,110,Tay ga,Cũ
8214,28.8,Yamaha,Exciter,2009,125,Tay côn/Moto,Cũ
8215,58,Benelli,BN 302,2015,300,Tay côn/Moto,Cũ
8216,24.5,Honda,Air Blade,2014,125,Tay ga,Cũ
8217,13.5,Honda,Dream,2005,110,Xe số,Cũ
8218,19.5,Honda,Dream,1995,110,Xe số,Cũ
8219,33,Honda,SH,2010,125,Tay ga,Cũ
8220,10.5,Honda,Wave,2010,110,Xe số,Cũ
8221,6.5,Honda,Wave,2009,100,Xe số,Cũ
8222,61.8,Benelli,BN 302,2015,300,Tay côn/Moto,Cũ
8223,6,Suzuki,Hayate,2008,125,Tay ga,Cũ
8224,25.9,Suzuki,Raider,2015,125,Tay côn/Moto,Cũ
8225,47.8,Honda,Vario,2020,125,Tay ga,Cũ
8226,15,SYM,Wolf,2011,125,Tay côn/Moto,Cũ
8227,32,Honda,Future,2007,125,Xe số,Cũ
8228,5.9,Suzuki,Hayate,2011,125,Tay ga,Cũ
8229,9.5,Honda,Wave,2013,110,Xe số,Cũ
8230,25,Piaggio,GTS,2009,250,Tay ga,Cũ
8231,10.5,Honda,Wave,2006,110,Xe số,Cũ
8232,27.9,Suzuki,Raider,2015,125,Tay côn/Moto,Cũ
8233,16,Honda,Air Blade,2010,110,Tay ga,Cũ
8234,43.9,Suzuki,Satria,2019,120,Tay côn/Moto,Mới
8235,39.999,Honda,SH,2003,150,Tay ga,Cũ
8236,5.3,Honda,Wave,2016,100,Xe số,Cũ
8237,35.5,Honda,Vario,2018,125,Tay ga,Cũ
8238,12,Yamaha,Jupiter,2012,110,Xe số,Cũ
8239,13.8,Honda,Wave,2016,110,Xe số,Cũ
8240,41.9,Honda,Sonic,2018,150,Tay côn/Moto,Cũ
8241,17.5,Honda,Future,2006,125,Xe số,Cũ
8242,39,Suzuki,Raider,2018,125,Tay côn/Moto,Cũ
8243,15,Honda,Dylan,2004,150,Tay ga,Cũ
8244,38.6,Honda,Vario,2020,125,Tay ga,Cũ
8245,58,Benelli,BN 302,2015,300,Tay côn/Moto,Cũ
8246,6.7,SYM,Attila,2016,110,Tay ga,Cũ
8247,13,Honda,Wave,2014,110,Xe số,Cũ
8248,25.5,Honda,Dream,2011,110,Xe số,Cũ
8249,35,Yamaha,Exciter,2017,150,Tay côn/Moto,Cũ
8250,33,Honda,Air Blade,2019,125,Tay ga,Cũ
8251,13.8,Yamaha,Nouvo,2012,125,Tay ga,Cũ
8252,17,Piaggio,GTS,2009,250,Tay ga,Cũ
8253,15.3,Honda,Future,2013,110,Xe số,Cũ
8254,23,Honda,Future,2007,125,Xe số,Cũ
8255,33,Honda,SH,2011,125,Tay ga,Cũ
8256,29.5,Yamaha,Exciter,2017,125,Tay côn/Moto,Cũ
8257,20.5,Honda,Air Blade,2010,110,Tay ga,Cũ
8258,42.8,Honda,Air Blade,2020,150,Tay ga,Cũ
8259,18,Piaggio,GTS,2009,250,Tay ga,Cũ
8260,39.3,Honda,SH,2014,125,Tay ga,Cũ
8261,43.9,Honda,Vario,2020,125,Tay ga,Cũ
8262,6.1,Yamaha,Nouvo,2009,110,Tay ga,Cũ
8263,22,Honda,Air Blade,2013,125,Tay ga,Cũ
8264,8.5,Yamaha,Jupiter,2011,110,Xe số,Cũ
8265,43.9,Honda,Vario,2020,125,Tay ga,Cũ
8266,5.5,Suzuki,Hayate,2014,125,Tay ga,Cũ
8267,13.8,Yamaha,Sirius,2014,110,Xe số,Mới
8268,13.5,Honda,Wave,2010,110,Xe số,Cũ
8269,2.85,Yamaha,Nouvo,2007,110,Tay ga,Cũ
8270,2.85,Yamaha,Nouvo,2009,110,Tay ga,Cũ
8271,18.5,Honda,Wave,2020,110,Xe số,Cũ
8272,48.9,Honda,Vario,2020,125,Tay ga,Cũ
8273,28.8,Honda,Winner,2017,150,Tay côn/Moto,Cũ
8274,56.5,Honda,SH Mode,2018,125,Tay ga,Mới
8275,39.5,Honda,SH Mode,2015,125,Tay ga,Cũ
8276,47.9,Honda,Vario,2020,125,Tay ga,Cũ
8277,43.7,Honda,SH Mode,2015,125,Tay ga,Cũ
8278,58,Benelli,BN 302,2015,300,Tay côn/Moto,Cũ
8279,139,Benelli,BN 302,2015,300,Tay côn/Moto,Mới
8280,58,Benelli,BN 302,2015,300,Tay côn/Moto,Cũ
8281,28.6,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
8282,25.7,Honda,Air Blade,2016,125,Tay ga,Cũ
8283,33.8,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
8284,9.3,Yamaha,Sirius,2008,110,Xe số,Cũ
8285,12,Honda,Lead,2009,110,Tay ga,Cũ
8286,34,Suzuki,Raider,2016,125,Tay côn/Moto,Cũ
8287,98,Honda,SH,2020,150,Tay ga,Mới
8288,46.9,Honda,Vario,2020,125,Tay ga,Cũ
8289,15.5,SYM,Wolf,2011,125,Tay côn/Moto,Cũ
8290,34.5,Honda,Vision,2019,110,Tay ga,Mới
8291,27.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
8292,14.8,Piaggio,Vespa,2011,125,Tay ga,Cũ
8293,39.9,Honda,Click,2017,125,Tay ga,Cũ
8294,12,Honda,Blade,2016,110,Xe số,Cũ
8295,37.9,Honda,Vario,2019,125,Tay ga,Cũ
8296,13,SYM,Wolf,2011,125,Tay côn/Moto,Cũ
8297,5.8,Yamaha,Mio,2012,110,Tay ga,Cũ
8298,12,Yamaha,Nouvo,2012,110,Tay ga,Cũ
8299,24.5,Honda,Dream,1993,110,Xe số,Cũ
8300,20,Yamaha,Exciter,2015,125,Tay côn/Moto,Cũ
8301,59,Benelli,BN 302,2015,300,Tay côn/Moto,Cũ
8302,13.5,Piaggio,Zip,2016,100,Tay ga,Cũ
8303,14.3,Yamaha,Nouvo,2012,125,Tay ga,Cũ
8304,29.5,Honda,Vision,2019,110,Tay ga,Mới
8305,38.8,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
8306,12,Honda,Wave,2002,110,Xe số,Cũ
8307,11,Honda,Wave,2013,110,Xe số,Cũ
8308,49.9,Honda,Vario,2020,150,Tay ga,Cũ
8309,187,Honda,CBR,2019,500,Tay côn/Moto,Cũ
8310,28.5,Yamaha,Nvx,2017,125,Tay ga,Mới
8311,155,Honda,Rebel,2018,500,Tay côn/Moto,Cũ
8312,43.8,Suzuki,GSX,2018,150,Tay côn/Moto,Cũ
8313,14.8,Yamaha,Nouvo,2013,125,Tay ga,Cũ
8314,25.7,Honda,Vision,2017,110,Tay ga,Mới
8315,57.8,Benelli,BN 302,2015,300,Tay côn/Moto,Cũ
8316,23.8,Honda,Air Blade,2013,125,Tay ga,Cũ
8317,86.8,Kawasaki,Z300,2016,300,Tay côn/Moto,Cũ
8318,10.8,SYM,Shark,2010,125,Tay ga,Cũ
8319,2.8,SYM,Attila,2006,110,Tay ga,Cũ
8320,22,SYM,Wolf,2012,125,Tay côn/Moto,Cũ
8321,20.8,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
